Year,Country,Population,Population Percentage
2015,Haiti,120.0,0.0009687169021725092
2020,Haiti,138.0,0.000976170338045666
1990,Honduras,124.0,0.0016943360395796898
1995,Honduras,146.0,0.0019158528556770984
2000,Honduras,180.0,0.0022532088510550086
2005,Honduras,230.0,0.0025905367242933437
2010,Honduras,240.0,0.002228801934451492
2015,Honduras,320.0,0.0025832450724600246
2020,Honduras,343.0,0.0024262784489106045
1990,Kong,51760.0,0.7072486565213286
1995,Kong,61884.0,0.8120591652104217
2000,Kong,67914.0,0.8501356995030548
2005,Kong,71642.0,0.8069184000079292
2010,Kong,76557.0,0.7109599570658454
2015,Kong,85952.0,0.6938596264627626
2020,Kong,97581.0,0.6902585344698126
1990,Hungary,28271.0,0.38629495302385014
1995,Hungary,27942.0,0.36666274310499647
2000,Hungary,25488.0,0.31905437330938924
2005,Hungary,23547.0,0.26521464455189286
2010,Hungary,21908.0,0.2034524699165137
2015,Hungary,20214.0,0.16318036217095916
2020,Hungary,20791.0,0.1470692572341119
1990,Iceland,282.0,0.0038532480900118756
1995,Iceland,419.0,0.0054982352501966045
2000,Iceland,499.0,0.006246395648202496
2005,Iceland,595.0,0.006701605873715389
2010,Iceland,614.0,0.005702018282305068
2015,Iceland,489.0,0.003947521376352975
2020,Iceland,441.0,0.0031195008628850628
1990,India,66812.0,0.9129191893257923
1995,India,76333.0,1.0016629865232873
2000,India,89868.0,1.1249520723700641
2005,India,146090.0,1.6454413480522372
2010,India,325110.0,3.019190820456353
2015,India,444941.0,3.5918488930794865
2020,India,575431.0,4.070425172405476
1990,Indonesia,33139.0,0.4528113065776721
1995,Indonesia,41706.0,0.5472778027319799
2000,Indonesia,56722.0,0.7100361802752345
2005,Indonesia,54561.0,0.6145316270181267
2010,Indonesia,61374.0,0.5699603746876079
2015,Indonesia,66156.0,0.5340536281677043
2020,Indonesia,77452.0,0.5478720653790791
1990,Iran,17599.0,0.24047274161744323
1995,Iran,19260.0,0.25273510959137613
2000,Iran,21360.0,0.2673807836585277
2005,Iran,26716.0,0.30090773533139553
2010,Iran,36480.0,0.33877789403662684
2015,Iran,61690.0,0.49800121412518406
2020,Iran,74322.0,0.5257313903205071
1990,Iraq,5202.0,0.07108012966043183
1995,Iraq,16334.0,0.21433931879883375
2000,Iraq,26480.0,0.3314720576440924
2005,Iraq,37094.0,0.4177972576127708
2010,Iraq,51830.0,0.48132835109425354
2015,Iraq,70870.0,0.572108057141381
2020,Iraq,90780.0,0.6421503136796055
1990,Ireland,51467.0,0.7032451044278056
1995,Ireland,52517.0,0.6891427700109191
2000,Ireland,49313.0,0.6172916004004203
2005,Ireland,49845.0,0.561414360966964
2010,Ireland,64508.0,0.5990648132816536
2015,Ireland,83929.0,0.6775286740203044
2020,Ireland,86174.0,0.6095688602228059
1990,Man,608.0,0.008307712194068157
1995,Man,597.0,0.007834001060542656
2000,Man,553.0,0.006922358303518999
2005,Man,502.0,0.00565412798084895
2010,Man,524.0,0.004866217556885759
2015,Man,622.0,0.005021182609594173
2020,Man,810.0,0.005729695462441952
1990,Israel,5654.0,0.07725625780470619
1995,Israel,4923.0,0.06460098361985175
2000,Israel,4749.0,0.05944716018700131
2005,Israel,6067.0,0.06833385350559877
2010,Israel,7533.0,0.06995652071759621
2015,Israel,7974.0,0.06437123814936323
2020,Israel,9496.0,0.06717183717450467
1990,Italy,263036.0,3.594123987958736
1995,Italy,254051.0,3.333728313956319
2000,Italy,228814.0,2.8642540558072263
2005,Italy,207976.0,2.3424759381375324
2010,Italy,184563.0,1.7139765476173783
2015,Italy,179197.0,1.4465930226550592
2020,Italy,186385.0,1.3184312207003004
1990,Jamaica,662.0,0.009045568211304473
1995,Jamaica,830.0,0.010891492261725972
2000,Jamaica,930.0,0.011641579063784211
2005,Jamaica,1000.0,0.011263203149101494
2010,Jamaica,1090.0,0.010122475452300527
2015,Jamaica,1290.0,0.010413706698354473
2020,Jamaica,1409.0,0.009966840625408285
1990,Japan,17776.0,0.24289126967394006
1995,Japan,18366.0,0.24100379142031228
2000,Japan,16111.0,0.20167470999637357
2005,Japan,23903.0,0.26922434487297303
2010,Japan,30494.0,0.2831878591215159
2015,Japan,37717.0,0.30447579499367106
2020,Japan,42564.0,0.30108488600417194
1990,Jordan,1987.0,0.027150368634232612
1995,Jordan,2672.0,0.03506273171485758
2000,Jordan,3177.0,0.0397691362211209
2005,Jordan,3932.0,0.04428691478226708
2010,Jordan,4780.0,0.04439030519449222
2015,Jordan,6336.0,0.05114825243470848
2020,Jordan,7761.0,0.054898970967916044
1990,Kazakhstan,297.0,0.004058208094799741
1995,Kazakhstan,353.0,0.004632164781191888
2000,Kazakhstan,380.0,0.00475677424111613
2005,Kazakhstan,670.0,0.007546346109898002
2010,Kazakhstan,1190.0,0.011051142924988648
2015,Kazakhstan,1920.0,0.015499470434760148
2020,Kazakhstan,2304.0,0.016297800426501554
1990,Kenya,4680.0,0.0639475214938141
1995,Kenya,6121.0,0.08032147486027069
2000,Kenya,7190.0,0.09000317577269729
2005,Kenya,10849.0,0.12219449096460212
2010,Kenya,15370.0,0.14273619055216433
2015,Kenya,19720.0,0.159192477590349
2020,Kenya,24557.0,0.1737088042854161
1990,Kiribati,364.0,0.004973696116185542
1995,Kiribati,387.0,0.0050783222955276515
2000,Kiribati,354.0,0.0044313107404081835
2005,Kiribati,407.0,0.004584123681684309
2010,Kiribati,529.0,0.004912650930520164
2015,Kiribati,568.0,0.004585260003616543
2020,Kiribati,709.0,0.005015251954162153
1990,Kuwait,919.0,0.012557216293336573
1995,Kuwait,1761.0,0.023108334786625825
2000,Kuwait,2510.0,0.03141974564526706
2005,Kuwait,3120.0,0.03514119382519667
2010,Kuwait,4320.0,0.040118434820126864
2015,Kuwait,6580.0,0.05311797680245925
2020,Kuwait,7754.0,0.05484945508120358
1990,Kyrgyzstan,101.0,0.0013800640322382959
1995,Kyrgyzstan,88.0,0.0011547606253396211
2000,Kyrgyzstan,100.0,0.0012517826950305606
2005,Kyrgyzstan,240.0,0.002703168755784359
2010,Kyrgyzstan,360.0,0.0033432029016772385
2015,Kyrgyzstan,490.0,0.003955594017204412
2020,Kyrgyzstan,602.0,0.004258366257271673
1990,Laos,11154.0,0.15240825956025694
1995,Laos,11297.0,0.14824239527797384
2000,Laos,10433.0,0.13059848857253836
2005,Laos,10583.0,0.11919847892694112
2010,Laos,11000.0,0.10215342199569338
2015,Laos,10825.0,0.08738633721681176
2020,Laos,11694.0,0.08271982560221752
1990,Latvia,10099.0,0.1379927392235104
1995,Latvia,9504.0,0.12471414753667906
2000,Latvia,7277.0,0.09109222671737388
2005,Latvia,6178.0,0.06958406905514904
2010,Latvia,5424.0,0.05037092371860373
2015,Latvia,4907.0,0.03961244865800419
2020,Latvia,4961.0,0.03509261628293151
1990,Lebanon,81858.0,1.1185077381283408
1995,Lebanon,79925.0,1.0487982156848774
2000,Lebanon,79070.0,0.9897845769606641
2005,Lebanon,84886.0,0.9560882625146295
2010,Lebanon,89640.0,0.8324575225176325
2015,Lebanon,93290.0,0.7530966650306115
2020,Lebanon,101508.0,0.7180369469155033
1990,Lesotho,43.0,0.0005875520137252151
1995,Lesotho,32.0,0.0004199129546689531
2000,Lesotho,70.0,0.0008762478865213922
2005,Lesotho,90.0,0.0010136882834191345
2010,Lesotho,110.0,0.001021534219956934
2015,Lesotho,150.0,0.0012108961277156364
2020,Lesotho,160.0,0.00113179169628483
1990,Liberia,63.0,0.000860832020109036
1995,Liberia,83.0,0.0010891492261725971
2000,Liberia,110.0,0.0013769609645336166
2005,Liberia,1700.0,0.019147445353472542
2010,Liberia,2930.0,0.027209956949761967
2015,Liberia,3520.0,0.028415695797060266
2020,Liberia,3973.0,0.028103802558372686
1990,Libya,-231.0,-0.003156384073733132
1995,Libya,374.0,0.004907732657693389
2000,Libya,849.0,0.010627635080809458
2005,Libya,962.0,0.010835201429435639
2010,Libya,1703.0,0.015815207059878714
2015,Libya,2044.0,0.016500477900338404
2020,Libya,2282.0,0.01614217906826239
1990,Liechtenstein,16.0,0.00021862400510705676
1995,Liechtenstein,8.0,0.00010497823866723827
2000,Liechtenstein,20.0,0.00025035653900611207
2005,Liechtenstein,20.0,0.00022526406298202991
2010,Liechtenstein,22.0,0.0002043068439913868
2015,Liechtenstein,8.0,6.45811268115006e-05
2020,Liechtenstein,11.0,7.781067911958206e-05
1990,Lithuania,4796.0,0.06553254553084026
1995,Lithuania,4818.0,0.06322314423734425
2000,Lithuania,3831.0,0.047955795046620765
2005,Lithuania,3267.0,0.03679688468811458
2010,Lithuania,3046.0,0.02828721121808019
2015,Lithuania,3329.0,0.026873821394435688
2020,Lithuania,3765.0,0.02663247335320241
1990,Luxembourg,51.0,0.0006968640162787434
1995,Luxembourg,81.0,0.0010629046665057876
2000,Luxembourg,83.0,0.0010389796368753651
2005,Luxembourg,112.0,0.0012614787526993674
2010,Luxembourg,160.0,0.0014858679563009949
2015,Luxembourg,174.0,0.0014046395081501383
2020,Luxembourg,14.0,9.903177342492264e-05
1990,Macao,1699.0,0.02321513654230559
1995,Macao,1947.0,0.025549078835639116
2000,Macao,2050.0,0.02566154524812649
2005,Macao,2100.0,0.02365272661311314
2010,Macao,2560.0,0.023773887300815918
2015,Macao,2780.0,0.02244194156699646
2020,Macao,3294.0,0.023300761547263942
1990,Madagascar,137.0,0.0018719680437291734
1995,Madagascar,153.0,0.0020077088145109318
2000,Madagascar,180.0,0.0022532088510550086
2005,Madagascar,220.0,0.002477904692802329
2010,Madagascar,260.0,0.0024145354289891166
2015,Madagascar,290.0,0.0023410658469168967
2020,Madagascar,343.0,0.0024262784489106045
1990,Malawi,360.0,0.004919040114908777
1995,Malawi,468.0,0.006141226962033439
2000,Malawi,540.0,0.006759626553165026
2005,Malawi,760.0,0.008560034393317137
2010,Malawi,1020.0,0.009472408221418843
2015,Malawi,1400.0,0.011301697192012607
2020,Malawi,1658.0,0.011728191452751552
1990,Malaysia,70284.0,0.9603605984340235
1995,Malaysia,78675.0,1.0323953658931213
2000,Malaysia,81661.0,1.022218266588906
2005,Malaysia,97368.0,1.0966755642217143
2010,Malaysia,125114.0,1.1618930217790167
2015,Malaysia,137609.0,1.1108680349254734
2020,Malaysia,171129.0,1.2105148824595418
1990,Maldives,43.0,0.0005875520137252151
1995,Maldives,70.0,0.000918559588338335
2000,Maldives,122.0,0.0015271748879372837
2005,Maldives,224.0,0.0025229575053987347
2010,Maldives,363.0,0.003371062925857882
2015,Maldives,532.0,0.004294644932964791
2020,Maldives,572.0,0.004046155314218268
1990,Mali,24.0,0.00032793600766058514
1995,Mali,12.0,0.00015746735800085742
2000,Mali,20.0,0.00025035653900611207
2005,Mali,40.0,0.00045052812596405983
2010,Mali,60.0,0.000557200483612873
2015,Mali,80.0,0.0006458112681150061
2020,Mali,96.0,0.000679075017770898
1990,Malta,53972.0,0.7374734252273792
1995,Malta,53428.0,0.7010971669391508
2000,Malta,48482.0,0.6068892862047163
2005,Malta,47356.0,0.5333802483288504
2010,Malta,45199.0,0.4197484109803042
2015,Malta,38064.0,0.3072770013691199
2020,Malta,32266.0,0.22823994295203953
1990,Islands.12,26.0,0.00035526400829896725
1995,Islands.12,18.0,0.0002362010370012861
2000,Islands.12,30.0,0.0003755348085091681
2005,Islands.12,40.0,0.00045052812596405983
2010,Islands.12,40.0,0.0003714669890752487
2015,Islands.12,50.0,0.00040363204257187876
2020,Islands.12,52.0,0.0003678323012925698
1990,Martinique,20.0,0.000273280006383821
1995,Martinique,20.0,0.00026244559666809567
2000,Martinique,40.0,0.0005007130780122241
2005,Martinique,30.0,0.00033789609447304486
2010,Martinique,40.0,0.0003714669890752487
2015,Martinique,40.0,0.0003229056340575031
2020,Martinique,42.0,0.0002970953202747679
1990,Mauritania,16.0,0.00021862400510705676
1995,Mauritania,8.0,0.00010497823866723827
2000,Mauritania,20.0,0.00025035653900611207
2005,Mauritania,20.0,0.00022526406298202991
2010,Mauritania,50.0,0.0004643337363440609
2015,Mauritania,60.0,0.0004843584510862546
2020,Mauritania,63.0,0.0004456429804121518
1990,Mauritius,20215.0,0.27621776645244706
1995,Mauritius,19621.0,0.25747225261123524
2000,Mauritius,18530.0,0.23195533338916285
2005,Mauritius,20307.0,0.22872186634880406
2010,Mauritius,26980.0,0.25055448413125525
2015,Mauritius,28660.0,0.23136188680220093
2020,Mauritius,31947.0,0.22598343325757167
1990,Mayotte,0.0,0.0
1995,Mayotte,0.0,0.0
2000,Mayotte,0.0,0.0
2005,Mayotte,0.0,0.0
2010,Mayotte,0.0,0.0
2015,Mayotte,0.0,0.0
2020,Mayotte,0.0,0.0
1990,Mexico,661.0,0.009031904210985282
1995,Mexico,793.0,0.010405967907889994
2000,Mexico,862.0,0.01079036683116343
2005,Mexico,1422.0,0.016016274878022325
2010,Mexico,2965.0,0.027534990565202814
2015,Mexico,4936.0,0.039846555242695876
2020,Mexico,6385.0,0.0451655623798665
1990,(country),0.0,0.0
1995,(country),0.0,0.0
2000,(country),0.0,0.0
2005,(country),0.0,0.0
2010,(country),0.0,0.0
2015,(country),0.0,0.0
2020,(country),0.0,0.0
1990,Moldova,15.0,0.0002049600047878657
1995,Moldova,316.0,0.004146640427355912
2000,Moldova,570.0,0.007135161361674195
2005,Moldova,810.0,0.00912319455077221
2010,Moldova,1000.0,0.009286674726881218
2015,Moldova,1160.0,0.009364263387667587
2020,Moldova,1269.0,0.008976522891159059
1990,Monaco,37.0,0.0005055680118100687
1995,Monaco,19.0,0.0002493233168346909
2000,Monaco,30.0,0.0003755348085091681
2005,Monaco,50.0,0.0005631601574550747
2010,Monaco,70.0,0.0006500672308816852
2015,Monaco,80.0,0.0006458112681150061
2020,Monaco,96.0,0.000679075017770898
1990,Mongolia,33.0,0.00045091201053330457
1995,Mongolia,77.0,0.0010104155471721684
2000,Mongolia,116.0,0.0014520679262354501
2005,Mongolia,149.0,0.0016782172692161226
2010,Mongolia,511.0,0.004745490785436303
2015,Mongolia,1547.0,0.012488375397173929
2020,Mongolia,3606.0,0.025507755355019358
1990,Montenegro,1297.0,0.01772220841399079
1995,Montenegro,3419.0,0.04486507475041096
2000,Montenegro,5330.0,0.06672001764512886
2005,Montenegro,4020.0,0.04527807665938801
2010,Montenegro,1758.0,0.01632597416985718
2015,Montenegro,1893.0,0.015281509131771332
2020,Montenegro,2060.0,0.014571818089667189
1990,Montserrat,0.0,0.0
1995,Montserrat,0.0,0.0
2000,Montserrat,0.0,0.0
2005,Montserrat,0.0,0.0
2010,Montserrat,0.0,0.0
2015,Montserrat,0.0,0.0
2020,Montserrat,0.0,0.0
1990,Morocco,984.0,0.013445376314083992
1995,Morocco,1212.0,0.015904203158086598
2000,Morocco,1380.0,0.017274601191421733
2005,Morocco,1560.0,0.017570596912598335
2010,Morocco,1800.0,0.016716014508386192
2015,Morocco,2170.0,0.01751763064761954
2020,Morocco,2497.0,0.01766302416014513
1990,Mozambique,386.0,0.005274304123207745
1995,Mozambique,528.0,0.006928563752037727
2000,Mozambique,630.0,0.00788623097869253
2005,Mozambique,770.0,0.008672666424808151
2010,Mozambique,860.0,0.007986540265117848
2015,Mozambique,1010.0,0.008153367259951952
2020,Mozambique,1108.0,0.007837657496772447
1990,Myanmar,9884.0,0.13505497915488432
1995,Myanmar,11346.0,0.1488853869898107
2000,Myanmar,12100.0,0.1514657060986978
2005,Myanmar,13328.0,0.15011597157122472
2010,Myanmar,23260.0,0.21600805414725713
2015,Myanmar,32160.0,0.2596161297822325
2020,Myanmar,38215.0,0.2703213729595299
1990,Namibia,-528.0,-0.007214592168532873
1995,Namibia,-364.0,-0.0047765098593593415
2000,Namibia,-255.0,-0.003192045872327929
2005,Namibia,183.0,0.0020611661762855735
2010,Namibia,554.0,0.005144817798692194
2015,Namibia,906.0,0.007313812611402444
2020,Namibia,1108.0,0.007837657496772447
1990,Nauru,261.0,0.0035663040833088635
1995,Nauru,305.0,0.00400229534918846
2000,Nauru,329.0,0.004118365066650544
2005,Nauru,409.0,0.004606650087982511
2010,Nauru,606.0,0.005627724884490018
2015,Nauru,652.0,0.0052633618351373
2020,Nauru,742.0,0.0052486839915209
1990,Nepal,404.0,0.0055202561289531835
1995,Nepal,1238.0,0.01624538243375512
2000,Nepal,2000.0,0.02503565390061121
2005,Nepal,3830.0,0.04313806806105872
2010,Nepal,27200.0,0.2525975525711691
2015,Nepal,50150.0,0.4048429386995944
2020,Nepal,79427.0,0.561842619130095
1990,Netherlands,97013.0,1.325585662965681
1995,Netherlands,91868.0,1.2055176037352309
2000,Netherlands,83613.0,1.0466530647959025
2005,Netherlands,81553.0,0.9185480064186742
2010,Netherlands,78533.0,0.7293104263261627
2015,Netherlands,70424.0,0.5685076593216398
2020,Netherlands,71531.0,0.5059886989184387
1990,Caledonia,964.0,0.013172096307700169
1995,Caledonia,990.0,0.012991057035070737
2000,Caledonia,912.0,0.011416258178678711
2005,Caledonia,943.0,0.01062120056960271
2010,Caledonia,1123.0,0.010428935718287609
2015,Caledonia,1302.0,0.010510578388571723
2020,Caledonia,1482.0,0.01048322058683824
1990,Zealand,250531.0,3.423255663967252
1995,Zealand,257694.0,3.3815327793894125
2000,Zealand,310316.0,3.8844819879110335
2005,Zealand,363477.0,4.093915291025964
2010,Zealand,454694.0,4.222595278264529
2015,Zealand,510269.0,4.1192183746222
2020,Zealand,525977.0,3.720602506480038
1990,Nicaragua,725.0,0.009906400231413509
1995,Nicaragua,785.0,0.010300989669222755
2000,Nicaragua,800.0,0.010014261560244484
2005,Nicaragua,770.0,0.008672666424808151
2010,Nicaragua,820.0,0.007615073276042599
2015,Nicaragua,860.0,0.006942471132236316
2020,Nicaragua,947.0,0.006698792102385838
1990,Niger,15.0,0.0002049600047878657
1995,Niger,7.0,9.185595883383348e-05
2000,Niger,20.0,0.00025035653900611207
2005,Niger,10.0,0.00011263203149101496
2010,Niger,20.0,0.00018573349453762436
2015,Niger,30.0,0.0002421792255431273
2020,Niger,42.0,0.0002970953202747679
1990,Nigeria,959.0,0.013103776306104214
1995,Nigeria,1431.0,0.018777982441602246
2000,Nigeria,1800.0,0.022532088510550087
2005,Nigeria,2580.0,0.029059064124681858
2010,Nigeria,4640.0,0.043090170732728854
2015,Nigeria,8360.0,0.06748727751801813
2020,Nigeria,12354.0,0.08738846634939244
1990,Niue,232.0,0.003170048074052323
1995,Niue,354.0,0.004645287061025294
2000,Niue,444.0,0.005557915165935689
2005,Niue,561.0,0.006318656966645939
2010,Niue,754.0,0.007002152744068439
2015,Niue,925.0,0.007467192787579758
2020,Niue,1040.0,0.007356646025851395
1990,Korea,-46.0,-0.0006285440146827882
1995,Korea,125.0,0.001640284979175598
2000,Korea,253.0,0.0031670102184273175
2005,Korea,275.0,0.003097380866002911
2010,Korea,47.0,0.0004364737121634172
2015,Korea,18.0,0.00014530753532587636
2020,Korea,64.0,0.00045271667851393203
1990,Macedonia,40724.0,0.5564527489987362
1995,Macedonia,46518.0,0.6104222132903238
2000,Macedonia,49560.0,0.6203835036571457
2005,Macedonia,51312.0,0.577937479986696
2010,Macedonia,51470.0,0.4779851481925763
2015,Macedonia,49990.0,0.4035513161633644
2020,Macedonia,53144.0,0.37592461192100635
1990,Islands.14,6.0,8.198400191514628e-05
1995,Islands.14,3.0,3.9366839500214356e-05
2000,Islands.14,0.0,0.0
2005,Islands.14,0.0,0.0
2010,Islands.14,0.0,0.0
2015,Islands.14,0.0,0.0
2020,Islands.14,0.0,0.0
1990,Norway,1825.0,0.02493680058252366
1995,Norway,2533.0,0.03323873481801432
2000,Norway,3013.0,0.03771621260127079
2005,Norway,3177.0,0.03578319640469545
2010,Norway,2580.0,0.023959620795353544
2015,Norway,2154.0,0.017388468393996537
2020,Norway,2291.0,0.01620584235117841
1990,Oman,45.0,0.0006148800143635972
1995,Oman,188.0,0.002466988608680099
2000,Oman,340.0,0.004256061163103906
2005,Oman,840.0,0.009461090645245255
2010,Oman,1250.0,0.011608343408601523
2015,Oman,1560.0,0.012593319728242618
2020,Oman,2260.0,0.015986557710023223
1990,Pakistan,5949.0,0.08128713789886755
1995,Pakistan,8707.0,0.11425569050945546
2000,Pakistan,10950.0,0.13707020510584636
2005,Pakistan,16808.0,0.1893119185300979
2010,Pakistan,30600.0,0.28417224664256524
2015,Pakistan,62270.0,0.5026833458190179
2020,Pakistan,82497.0,0.5835588723025602
1990,Palau,0.0,0.0
1995,Palau,0.0,0.0
2000,Palau,0.0,0.0
2005,Palau,0.0,0.0
2010,Palau,0.0,0.0
2015,Palau,0.0,0.0
2020,Palau,0.0,0.0
1990,Palestine,2753.0,0.03761699287873295
1995,Palestine,3005.0,0.039432450899381376
2000,Palestine,3060.0,0.03830455046793515
2005,Palestine,3260.0,0.03671804226607087
2010,Palestine,3070.0,0.028510091411525336
2015,Palestine,3190.0,0.025751724316085866
2020,Palestine,3424.0,0.024220342300495364
1990,Panama,3.0,4.099200095757314e-05
1995,Panama,59.0,0.0007742145101708823
2000,Panama,92.0,0.0011516400794281156
2005,Panama,40.0,0.00045052812596405983
2010,Panama,-18.0,-0.0001671601450838619
2015,Panama,-29.0,-0.0002341065846916897
2020,Panama,-46.0,-0.0003253901126818886
1990,Guinea.4,-13916.0,-0.1901482284418626
1995,Guinea.4,-14258.0,-0.18709746586468542
2000,Guinea.4,-10675.0,-0.13362780269451233
2005,Guinea.4,-10675.0,-0.12023469361665845
2010,Guinea.4,-9056.0,-0.08410012632663631
2015,Guinea.4,-9183.0,-0.07413106093875126
2020,Guinea.4,-9219.0,-0.06521242280031156
1990,Paraguay,277.0,0.0037849280884159203
1995,Paraguay,343.0,0.004500941982857842
2000,Paraguay,360.0,0.004506417702110017
2005,Paraguay,410.0,0.004617913291131613
2010,Paraguay,450.0,0.004179003627096548
2015,Paraguay,500.0,0.004036320425718788
2020,Paraguay,613.0,0.004336176936391255
1990,Peru,3429.0,0.0468538570945061
1995,Peru,4561.0,0.05985071832015922
2000,Peru,5340.0,0.06684519591463192
2005,Peru,6173.0,0.06952775303940352
2010,Peru,9045.0,0.08399797290464062
2015,Peru,10669.0,0.08612700524398749
2020,Peru,11578.0,0.08189927662241102
1990,Philippines,89637.0,1.2247999966113279
1995,Philippines,102223.0,1.3413988114101372
2000,Philippines,109784.0,1.3742571139123505
2005,Philippines,132618.0,1.493703475227542
2010,Philippines,179838.0,1.6700970095328644
2015,Philippines,237137.0,1.9143218335873524
2020,Philippines,282054.0,1.9951648443995094
1990,Poland,74091.0,1.0123794476491839
1995,Poland,73881.0,0.9694871563717788
2000,Poland,66249.0,0.829293517630796
2005,Poland,62496.0,0.703905144006247
2010,Poland,57998.0,0.5386085608096568
2015,Poland,53634.0,0.432968019426003
2020,Poland,56096.0,0.39680616871746144
1990,Polynesia.2,14402.0,0.19678893259698949
1995,Polynesia.2,21121.0,0.2771556723613425
2000,Polynesia.2,26443.0,0.33100889804693107
2005,Polynesia.2,31705.0,0.3570998558422629
2010,Polynesia.2,38405.0,0.3566547428858732
2015,Polynesia.2,49361.0,0.39847362506781014
2020,Polynesia.2,56493.0,0.39961442686386817
1990,Portugal,18767.0,0.25643229399025835
1995,Portugal,18200.0,0.23882549296796707
2000,Portugal,16805.0,0.21036208189988567
2005,Portugal,16933.0,0.19071981892373563
2010,Portugal,17409.0,0.16167172032027513
2015,Portugal,17938.0,0.14480703159308722
2020,Portugal,19173.0,0.13562401370543153
1990,Rico,46.0,0.0006285440146827882
1995,Rico,85.0,0.0011153937858394067
2000,Rico,140.0,0.0017524957730427845
2005,Rico,160.0,0.0018021125038562393
2010,Rico,150.0,0.0013930012090321827
2015,Rico,170.0,0.0013723489447443878
2020,Rico,204.0,0.0014430344127631584
1990,Qatar,97.0,0.0013254080309615317
1995,Qatar,183.0,0.0024013772095130754
2000,Qatar,250.0,0.003129456737576401
2005,Qatar,440.0,0.004955809385604658
2010,Qatar,660.0,0.006129205319741604
2015,Qatar,1100.0,0.008879904936581333
2020,Qatar,1507.0,0.010660063039382743
1990,Reunion,51.0,0.0006968640162787434
1995,Reunion,52.0,0.0006823585513370488
2000,Reunion,90.0,0.0011266044255275043
2005,Reunion,140.0,0.0015768484408742094
2010,Reunion,210.0,0.0019502016926450558
2015,Reunion,220.0,0.0017759809873162666
2020,Reunion,268.0,0.0018957510912770903
1990,Romania,12224.0,0.16702873990179137
1995,Romania,13109.0,0.1720199663361033
2000,Romania,14095.0,0.17643877086455748
2005,Romania,15616.0,0.17588618037636894
2010,Romania,16602.0,0.15417737381568197
2015,Romania,16997.0,0.1372106765518845
2020,Romania,17936.0,0.12687384915352945
1990,Russia,7604.0,0.10390105842712873
1995,Russia,12228.0,0.1604592378028737
2000,Russia,16101.0,0.2015495317268705
2005,Russia,17485.0,0.19693710706203965
2010,Russia,20247.0,0.188027303195164
2015,Russia,25217.0,0.20356778435070133
2020,Russia,28713.0,0.20310709359641455
1990,Rwanda,44.0,0.0006012160140444061
1995,Rwanda,27.0,0.0003543015555019292
2000,Rwanda,50.0,0.0006258913475152803
2005,Rwanda,180.0,0.002027376566838269
2010,Rwanda,620.0,0.0057577383306663555
2015,Rwanda,980.0,0.007911188034408824
2020,Rwanda,1173.0,0.00829744787338816
1990,Barthlemy,0.0,0.0
1995,Barthlemy,0.0,0.0
2000,Barthlemy,0.0,0.0
2005,Barthlemy,0.0,0.0
2010,Barthlemy,0.0,0.0
2015,Barthlemy,0.0,0.0
2020,Barthlemy,0.0,0.0
1990,Helena,31.0,0.00042358400989492246
1995,Helena,21.0,0.0002755678765015005
2000,Helena,21.0,0.0002628743659564177
2005,Helena,21.0,0.00023652726613113142
2010,Helena,21.0,0.00019502016926450556
2015,Helena,21.0,0.0001695254578801891
2020,Helena,20.0,0.00014147396203560375
1990,Nevis,17.0,0.0002322880054262478
1995,Nevis,19.0,0.0002493233168346909
2000,Nevis,19.0,0.0002378387120558065
2005,Nevis,19.0,0.0002140008598329284
2010,Nevis,19.0,0.00017644681981074313
2015,Nevis,19.0,0.00015338017617731395
2020,Nevis,18.0,0.0001273265658320434
1990,Lucia,9.0,0.00012297600287271943
1995,Lucia,4.0,5.2489119333619136e-05
2000,Lucia,0.0,0.0
2005,Lucia,0.0,0.0
2010,Lucia,0.0,0.0
2015,Lucia,1.0,8.072640851437575e-06
2020,Lucia,2.0,1.4147396203560376e-05
1990,part),0.0,0.0
1995,part),0.0,0.0
2000,part),0.0,0.0
2005,part),0.0,0.0
2010,part),0.0,0.0
2015,part),0.0,0.0
2020,part),0.0,0.0
1990,Miquelon,0.0,0.0
1995,Miquelon,0.0,0.0
2000,Miquelon,0.0,0.0
2005,Miquelon,0.0,0.0
2010,Miquelon,0.0,0.0
2015,Miquelon,0.0,0.0
2020,Miquelon,0.0,0.0
1990,Grenadines,22.0,0.00030060800702220303
1995,Grenadines,47.0,0.0006167471521700248
2000,Grenadines,47.0,0.0005883378666643634
2005,Grenadines,47.0,0.0005293705480077703
2010,Grenadines,47.0,0.0004364737121634172
2015,Grenadines,47.0,0.0003794141200175661
2020,Grenadines,47.0,0.00033246381078366885
1990,Samoa.2,5473.0,0.0747830737469326
1995,Samoa.2,9366.0,0.12290327291966921
2000,Samoa.2,12658.0,0.15845065353696833
2005,Samoa.2,16222.0,0.18271168148472444
2010,Samoa.2,20094.0,0.1866064419619512
2015,Samoa.2,27493.0,0.22194111492857327
2020,Samoa.2,32484.0,0.22978200913822763
1990,Marino,0.0,0.0
1995,Marino,0.0,0.0
2000,Marino,0.0,0.0
2005,Marino,0.0,0.0
2010,Marino,0.0,0.0
2015,Marino,0.0,0.0
2020,Marino,0.0,0.0
1990,Principe,0.0,0.0
1995,Principe,0.0,0.0
2000,Principe,0.0,0.0
2005,Principe,0.0,0.0
2010,Principe,0.0,0.0
2015,Principe,0.0,0.0
2020,Principe,0.0,0.0
